id,data_criacao,tipo_chamado,dias_problema,risco_vida_humana,risco_vida_animal,bloqueio_via,urgencia
BCS-00071655,2025-08-13 20:36:07.655000+00:00,Problema com Animal Selvagem,244,Não,Sim,Não,URGENTE
BCS-00071660,2025-08-13 21:18:36.883000+00:00,Problema com Animal Selvagem,244,Sim,Não,Não,URGENTE
BCS-00071665,2025-08-13 22:14:21.624000+00:00,Problema com Animal Selvagem,244,Sim,Sim,Não,URGENTE
BCS-00071666,2025-08-13 22:24:35.981000+00:00,Problema com Animal Selvagem,244,Sim,Sim,Não,URGENTE
BCS-00071668,2025-08-14 00:04:53.030000+00:00,Problema com Animal Doméstico,244,Sim,Não,Não,URGENTE
BCS-00071672,2025-08-14 06:10:59.635000+00:00,Problema com Animal Selvagem,243,Não,Sim,Sim,URGENTE
BCS-00071679,2025-08-14 07:29:04.952000+00:00,Problema com Animal Doméstico,243,Não,Não,Não,MEDIA
BCS-00071681,2025-08-14 07:50:31.422000+00:00,Problema com Animal Selvagem,243,Não,Não,Sim,ALTA
BCS-00071684,2025-08-14 07:54:07.171000+00:00,Problema com Animal Doméstico,243,Sim,Não,Sim,URGENTE
BCS-00071814,2025-08-14 10:40:12.583000+00:00,Problema com Animal Doméstico,243,Sim,Não,Sim,URGENTE
BCS-00071828,2025-08-14 10:51:17.291000+00:00,Problema com Animal Selvagem,243,Não,Sim,Não,ALTA
BCS-00071910,2025-08-14 12:12:24.828000+00:00,Problema com Animal Selvagem,243,Sim,Não,Sim,URGENTE
BCS-00071980,2025-08-14 13:48:03.051000+00:00,Problema com Animal Selvagem,243,Não,Não,Não,MEDIA
BCS-00072103,2025-08-14 15:47:18.520000+00:00,Problema com Animal Selvagem,243,Não,Sim,Sim,URGENTE
BCS-00072130,2025-08-14 16:16:02.878000+00:00,Problema com Animal Doméstico,243,Não,Não,Não,MEDIA
BCS-00072180,2025-08-14 18:00:10.945000+00:00,Problema com Animal Doméstico,243,Sim,Não,Não,URGENTE
BCS-00072349,2025-08-15 09:39:55.504000+00:00,Problema com Animal Selvagem,242,Sim,Sim,Sim,URGENTE
BCS-00072248,2025-08-14 23:16:08.842000+00:00,Problema com Animal Doméstico,243,Sim,Sim,Sim,URGENTE
BCS-00072247,2025-08-14 23:31:58.138000+00:00,Problema com Animal Selvagem,243,Sim,Não,Sim,URGENTE
BCS-00072256,2025-08-15 04:08:30.529000+00:00,Problema com Animal Doméstico,242,Sim,Sim,Sim,URGENTE
BCS-00072463,2025-08-15 11:38:46.645000+00:00,Problema com Animal Selvagem,242,Não,Sim,Não,URGENTE
BCS-00072549,2025-08-15 12:56:42.277000+00:00,Problema com Animal Doméstico,242,Não,Sim,Sim,URGENTE
BCS-00072775,2025-08-15 17:15:43.594000+00:00,Animal Perdido,242,Sim,Sim,Não,URGENTE
BCS-00072778,2025-08-15 17:26:21.004000+00:00,Problema com Animal Doméstico,242,Não,Não,Não,MEDIA
BCS-00072795,2025-08-15 18:15:20.828000+00:00,Problema com Animal Selvagem,242,Não,Não,Não,MEDIA
BCS-00072796,2025-08-15 18:16:29.181000+00:00,Problema com Animal Selvagem,242,Sim,Não,Não,URGENTE
BCS-00072805,2025-08-15 19:15:15.979000+00:00,Problema com Animal Selvagem,242,Não,Sim,Não,URGENTE
BCS-00072816,2025-08-15 20:51:20.489000+00:00,Problema com Animal Doméstico,242,Não,Não,Não,BAIXA
BCS-00072817,2025-08-15 20:56:54.694000+00:00,Problema com Animal Doméstico,242,Não,Sim,Sim,URGENTE
BCS-00072822,2025-08-15 21:28:25.382000+00:00,Problema com Animal Selvagem,242,Sim,Não,Sim,URGENTE
BCS-00072826,2025-08-15 22:11:33.411000+00:00,Problema com Animal Selvagem,242,Não,Sim,Sim,URGENTE
BCS-00072832,2025-08-15 23:27:34.993000+00:00,Problema com Animal Selvagem,242,Não,Sim,Não,URGENTE
BCS-00072834,2025-08-16 01:48:50.654000+00:00,Problema com Animal Doméstico,242,Sim,Sim,Não,URGENTE
BCS-00072879,2025-08-16 08:32:57.816000+00:00,Problema com Animal Doméstico,241,Sim,Não,Sim,URGENTE
BCS-00072881,2025-08-16 08:41:11.382000+00:00,Problema com Animal Selvagem,241,Não,Não,Sim,ALTA
BCS-00072895,2025-08-16 09:28:11.329000+00:00,Problema com Animal Selvagem,241,Não,Não,Não,ALTA
BCS-00072906,2025-08-16 09:50:12.421000+00:00,Problema com Animal Selvagem,241,Sim,Sim,Sim,URGENTE
BCS-00072928,2025-08-16 10:47:33.949000+00:00,Problema com Animal Doméstico,241,Sim,Sim,Sim,URGENTE
BCS-00072944,2025-08-16 11:06:55.957000+00:00,Problema com Animal Doméstico,241,Sim,Não,Não,URGENTE
BCS-00072953,2025-08-16 11:21:50.503000+00:00,Problema com Animal Selvagem,241,Sim,Sim,Não,URGENTE
BCS-00072987,2025-08-16 14:08:30.517000+00:00,Problema com Animal Doméstico,241,Não,Sim,Não,URGENTE
BCS-00073016,2025-08-16 16:11:43.975000+00:00,Problema com Animal Selvagem,241,Sim,Sim,Sim,URGENTE
BCS-00073044,2025-08-16 17:12:36.314000+00:00,Problema com Animal Selvagem,241,Não,Sim,Sim,URGENTE
BCS-00073048,2025-08-16 17:21:56.062000+00:00,Problema com Animal Selvagem,241,Não,Sim,Sim,URGENTE
BCS-00073076,2025-08-16 18:34:12.221000+00:00,Problema com Animal Selvagem,241,Sim,Não,Sim,URGENTE
BCS-00073083,2025-08-16 19:08:33.591000+00:00,Problema com Animal Selvagem,241,Sim,Sim,Não,URGENTE
BCS-00073151,2025-08-17 09:35:04.030000+00:00,Problema com Animal Doméstico,240,Sim,Não,Sim,URGENTE
BCS-00073173,2025-08-17 10:42:58.395000+00:00,Problema com Animal Selvagem,240,Sim,Sim,Sim,URGENTE
BCS-00073172,2025-08-17 10:46:01.098000+00:00,Problema com Animal Doméstico,240,Sim,Não,Sim,URGENTE
BCS-00073188,2025-08-17 11:49:11.701000+00:00,Problema com Animal Doméstico,240,Não,Sim,Não,URGENTE
BCS-00073194,2025-08-17 12:15:21.610000+00:00,Problema com Animal Selvagem,240,Não,Sim,Sim,URGENTE
BCS-00073199,2025-08-17 12:27:04.415000+00:00,Problema com Animal Selvagem,240,Não,Não,Não,ALTA
BCS-00073207,2025-08-17 13:21:22.788000+00:00,Problema com Animal Selvagem,240,Sim,Não,Sim,URGENTE
BCS-00073206,2025-08-17 13:21:44.938000+00:00,Problema com Animal Doméstico,240,Sim,Sim,Não,URGENTE
BCS-00073237,2025-08-17 15:22:51.402000+00:00,Animal Perdido,240,Não,Não,Não,ALTA
BCS-00073236,2025-08-17 15:23:42.399000+00:00,Problema com Animal Doméstico,240,Não,Sim,Não,ALTA
BCS-00073086,2025-08-16 19:11:23.438000+00:00,Problema com Animal Selvagem,241,Sim,Não,Sim,URGENTE
BCS-00073084,2025-08-16 19:11:42.233000+00:00,Problema com Animal Selvagem,241,Não,Não,Não,MEDIA
BCS-00073097,2025-08-16 20:02:09.295000+00:00,Problema com Animal Doméstico,241,Sim,Não,Sim,URGENTE
BCS-00073105,2025-08-16 21:54:21.670000+00:00,Problema com Animal Selvagem,241,Não,Não,Não,BAIXA
BCS-00073107,2025-08-16 22:05:58.910000+00:00,Animal Perdido,241,Sim,Não,Não,URGENTE
BCS-00073108,2025-08-16 22:09:28.152000+00:00,Problema com Animal Selvagem,241,Sim,Não,Sim,URGENTE
BCS-00073122,2025-08-16 23:29:04.757000+00:00,Problema com Animal Doméstico,241,Sim,Não,Sim,URGENTE
BCS-00073138,2025-08-17 08:13:41.726000+00:00,Problema com Animal Doméstico,240,Sim,Não,Não,URGENTE
BCS-00073339,2025-08-17 22:20:48.823000+00:00,Problema com Animal Selvagem,240,Sim,Não,Sim,URGENTE
BCS-00073353,2025-08-18 02:22:30.958000+00:00,Problema com Animal Doméstico,240,Não,Não,Sim,ALTA
BCS-00073379,2025-08-18 07:25:09.401000+00:00,Animal Perdido,239,Não,Sim,Não,URGENTE
BCS-00073428,2025-08-18 08:48:18.084000+00:00,Problema com Animal Doméstico,239,Sim,Sim,Não,URGENTE
BCS-00073440,2025-08-18 09:07:42.728000+00:00,Problema com Animal Doméstico,239,Sim,Sim,Sim,URGENTE
BCS-00073444,2025-08-18 09:08:04.594000+00:00,Problema com Animal Selvagem,239,Não,Sim,Sim,URGENTE
BCS-00073269,2025-08-17 17:51:54.248000+00:00,Problema com Animal Doméstico,240,Não,Não,Não,MEDIA
BCS-00073282,2025-08-17 18:34:36.670000+00:00,Problema com Animal Doméstico,240,Não,Sim,Não,ALTA
BCS-00073312,2025-08-17 20:34:23.283000+00:00,Problema com Animal Selvagem,240,Sim,Não,Não,URGENTE
BCS-00073542,2025-08-18 10:16:23.760000+00:00,Problema com Animal Doméstico,239,Não,Sim,Sim,URGENTE
BCS-00073594,2025-08-18 11:01:05.665000+00:00,Problema com Animal Doméstico,239,Não,Sim,Sim,URGENTE
BCS-00073608,2025-08-18 11:08:36.858000+00:00,Problema com Animal Doméstico,239,Sim,Sim,Não,URGENTE
BCS-00073617,2025-08-18 11:16:08.996000+00:00,Problema com Animal Doméstico,239,Sim,Não,Não,URGENTE
BCS-00073473,2025-08-18 09:31:36.404000+00:00,Problema com Animal Selvagem,239,Não,Não,Sim,ALTA
BCS-00073479,2025-08-18 09:34:48.009000+00:00,Problema com Animal Doméstico,239,Não,Não,Sim,ALTA
BCS-00073484,2025-08-18 09:37:58.939000+00:00,Problema com Animal Selvagem,239,Sim,Sim,Não,URGENTE
BCS-00073495,2025-08-18 09:47:45.784000+00:00,Problema com Animal Selvagem,239,Não,Sim,Sim,URGENTE
BCS-00073531,2025-08-18 10:10:40.690000+00:00,Problema com Animal Doméstico,239,Sim,Não,Sim,URGENTE
BCS-00073663,2025-08-18 12:01:01.262000+00:00,Problema com Animal Selvagem,239,Não,Sim,Sim,URGENTE
BCS-00073666,2025-08-18 12:01:11.384000+00:00,Problema com Animal Selvagem,239,Sim,Sim,Sim,URGENTE
BCS-00073669,2025-08-18 12:02:24.034000+00:00,Problema com Animal Selvagem,239,Sim,Sim,Sim,URGENTE
BCS-00073795,2025-08-18 13:48:07.331000+00:00,Problema com Animal Doméstico,239,Sim,Sim,Não,URGENTE
BCS-00073969,2025-08-18 16:07:02.282000+00:00,Problema com Animal Doméstico,239,Sim,Sim,Sim,URGENTE
BCS-00074012,2025-08-18 16:47:42.890000+00:00,Problema com Animal Selvagem,239,Não,Sim,Não,URGENTE
BCS-00074111,2025-08-18 20:35:35.500000+00:00,Animal Perdido,239,Não,Sim,Não,ALTA
BCS-00074115,2025-08-18 20:54:55.909000+00:00,Problema com Animal Doméstico,239,Sim,Não,Sim,URGENTE
BCS-00074121,2025-08-18 22:27:38.503000+00:00,Problema com Animal Doméstico,239,Sim,Não,Sim,URGENTE
BCS-00074035,2025-08-18 17:07:17.223000+00:00,Problema com Animal Doméstico,239,Sim,Sim,Não,URGENTE
BCS-00074042,2025-08-18 17:19:16.820000+00:00,Problema com Animal Selvagem,239,Não,Não,Sim,ALTA
BCS-00074059,2025-08-18 18:07:43.650000+00:00,Problema com Animal Selvagem,239,Não,Sim,Sim,URGENTE
BCS-00074147,2025-08-19 08:21:59.958000+00:00,Problema com Animal Doméstico,238,Não,Não,Não,MEDIA
BCS-00074151,2025-08-19 08:34:17.840000+00:00,Problema com Animal Selvagem,238,Não,Sim,Sim,URGENTE
BCS-00074405,2025-08-19 12:18:03.304000+00:00,Problema com Animal Doméstico,238,Não,Não,Não,MEDIA
BCS-00074082,2025-08-18 19:09:08.219000+00:00,Problema com Animal Doméstico,239,Não,Não,Não,ALTA
BCS-00074079,2025-08-18 19:12:16.665000+00:00,Problema com Animal Doméstico,239,Sim,Sim,Sim,URGENTE
BCS-00074084,2025-08-18 19:21:23.787000+00:00,Problema com Animal Doméstico,239,Não,Sim,Não,URGENTE
BCS-00074088,2025-08-18 19:27:54.375000+00:00,Problema com Animal Doméstico,239,Não,Não,Sim,MEDIA
BCS-00074095,2025-08-18 19:41:13.908000+00:00,Problema com Animal Doméstico,239,Sim,Não,Sim,URGENTE
BCS-00074098,2025-08-18 19:53:51.547000+00:00,Problema com Animal Doméstico,239,Não,Não,Não,MEDIA
BCS-00074448,2025-08-19 13:01:26.370000+00:00,Problema com Animal Doméstico,238,Sim,Não,Não,URGENTE
BCS-00074485,2025-08-19 13:43:11.418000+00:00,Problema com Animal Doméstico,238,Não,Sim,Não,ALTA
BCS-00074715,2025-08-19 17:00:08.172000+00:00,Problema com Animal Doméstico,238,Sim,Não,Não,URGENTE
BCS-00071404,2025-08-13 13:14:05.214000+00:00,Problema com Animal Selvagem,244,Sim,Não,Não,URGENTE
BCS-00074689,2025-08-19 16:27:40.192000+00:00,Problema com Animal Doméstico,238,Não,Sim,Não,URGENTE
BCS-00074777,2025-08-19 18:54:29.149000+00:00,Problema com Animal Doméstico,238,Não,Não,Sim,ALTA
BCS-00074892,2025-08-20 08:22:50.589000+00:00,Problema com Animal Doméstico,237,Não,Não,Sim,ALTA
BCS-00074808,2025-08-19 20:01:16.813000+00:00,Problema com Animal Doméstico,238,Não,Sim,Não,ALTA
BCS-00074851,2025-08-20 00:49:37.600000+00:00,Problema com Animal Doméstico,238,Sim,Não,Não,URGENTE
BCS-00075025,2025-08-20 10:18:04.849000+00:00,Problema com Animal Selvagem,237,Sim,Não,Sim,URGENTE
BCS-00075027,2025-08-20 10:20:41.238000+00:00,Problema com Animal Selvagem,237,Sim,Sim,Não,URGENTE
BCS-00075040,2025-08-20 10:29:30.941000+00:00,Problema com Animal Doméstico,237,Não,Não,Sim,ALTA
BCS-00075043,2025-08-20 10:31:39.875000+00:00,Problema com Animal Doméstico,237,Não,Sim,Não,URGENTE
BCS-00075470,2025-08-20 15:57:40.832000+00:00,Problema com Animal Doméstico,237,Sim,Não,Não,URGENTE
BCS-00075552,2025-08-20 17:28:38.473000+00:00,Animal Perdido,237,Sim,Sim,Não,URGENTE
BCS-00075605,2025-08-20 19:38:35.808000+00:00,Problema com Animal Doméstico,237,Sim,Sim,Sim,URGENTE
BCS-00075614,2025-08-20 19:55:18.909000+00:00,Problema com Animal Doméstico,237,Sim,Sim,Não,URGENTE
BCS-00075629,2025-08-20 20:58:55.265000+00:00,Animal Perdido,237,Sim,Sim,Não,URGENTE
BCS-00075426,2025-08-20 15:21:02.643000+00:00,Problema com Animal Doméstico,237,Sim,Sim,Sim,URGENTE
BCS-00075884,2025-08-21 12:18:48.339000+00:00,Problema com Animal Doméstico,236,Não,Sim,Não,URGENTE
BCS-00075839,2025-08-21 11:36:38.410000+00:00,Problema com Animal Selvagem,236,Não,Sim,Sim,URGENTE
BCS-00075952,2025-08-21 13:23:34.980000+00:00,Problema com Animal Selvagem,236,Sim,Não,Sim,URGENTE
BCS-00076144,2025-08-21 16:24:01.727000+00:00,Problema com Animal Selvagem,236,Sim,Não,Não,URGENTE
BCS-00076168,2025-08-21 16:45:17.365000+00:00,Animal Perdido,236,Sim,Sim,Não,URGENTE
BCS-00076178,2025-08-21 16:57:38.826000+00:00,Problema com Animal Doméstico,236,Sim,Sim,Não,URGENTE
BCS-00076193,2025-08-21 17:25:09.800000+00:00,Problema com Animal Selvagem,236,Não,Sim,Sim,URGENTE
BCS-00076050,2025-08-21 14:42:08.655000+00:00,Problema com Animal Selvagem,236,Não,Não,Sim,URGENTE
BCS-00076235,2025-08-21 19:39:04.715000+00:00,Problema com Animal Doméstico,236,Não,Sim,Não,URGENTE
BCS-00076283,2025-08-22 00:00:49.708000+00:00,Problema com Animal Doméstico,236,Não,Não,Não,MEDIA
BCS-00076285,2025-08-22 06:16:05.204000+00:00,Problema com Animal Doméstico,235,Sim,Sim,Não,URGENTE
BCS-00076284,2025-08-22 06:20:13.578000+00:00,Problema com Animal Selvagem,235,Sim,Não,Não,ALTA
BCS-00076287,2025-08-22 06:23:25.906000+00:00,Problema com Animal Doméstico,235,Não,Sim,Sim,URGENTE
BCS-00076290,2025-08-22 06:58:18.238000+00:00,Problema com Animal Doméstico,235,Sim,Sim,Não,URGENTE
BCS-00076335,2025-08-22 08:58:16.704000+00:00,Problema com Animal Selvagem,235,Sim,Sim,Sim,URGENTE
BCS-00076299,2025-08-22 07:20:10.438000+00:00,Problema com Animal Doméstico,235,Sim,Sim,Sim,URGENTE
BCS-00076308,2025-08-22 07:56:40.835000+00:00,Problema com Animal Doméstico,235,Não,Sim,Sim,URGENTE
BCS-00076309,2025-08-22 07:58:10.281000+00:00,Problema com Animal Selvagem,235,Sim,Não,Não,URGENTE
BCS-00076448,2025-08-22 11:05:52.715000+00:00,Problema com Animal Selvagem,235,Não,Não,Sim,URGENTE
BCS-00076804,2025-08-22 17:53:55.760000+00:00,Problema com Animal Doméstico,235,Sim,Sim,Não,URGENTE
BCS-00076818,2025-08-22 18:14:24.600000+00:00,Problema com Animal Selvagem,235,Não,Não,Não,ALTA
BCS-00076828,2025-08-22 18:23:20.332000+00:00,Problema com Animal Doméstico,235,Sim,Não,Não,URGENTE
BCS-00076829,2025-08-22 18:29:03.399000+00:00,Problema com Animal Doméstico,235,Não,Sim,Sim,URGENTE
BCS-00076762,2025-08-22 16:14:17.766000+00:00,Problema com Animal Doméstico,235,Sim,Não,Sim,URGENTE
BCS-00076862,2025-08-22 20:24:45.730000+00:00,Problema com Animal Doméstico,235,Não,Não,Não,MEDIA
BCS-00076871,2025-08-22 21:17:17.444000+00:00,Problema com Animal Selvagem,235,Não,Sim,Sim,URGENTE
BCS-00076882,2025-08-22 22:18:52.309000+00:00,Problema com Animal Doméstico,235,Sim,Não,Sim,URGENTE
BCS-00076902,2025-08-23 06:44:02.301000+00:00,Problema com Animal Doméstico,234,Sim,Não,Não,URGENTE
BCS-00076911,2025-08-23 07:36:09.239000+00:00,Problema com Animal Selvagem,234,Sim,Sim,Sim,URGENTE
BCS-00076912,2025-08-23 07:43:47.990000+00:00,Problema com Animal Doméstico,234,Não,Sim,Não,ALTA
BCS-00076918,2025-08-23 08:01:33.862000+00:00,Problema com Animal Doméstico,234,Não,Sim,Não,ALTA
BCS-00076921,2025-08-23 08:11:40.841000+00:00,Problema com Animal Selvagem,234,Não,Sim,Não,ALTA
BCS-00076687,2025-08-22 15:03:46.880000+00:00,Animal Perdido,235,Não,Não,Não,MEDIA
BCS-00076693,2025-08-22 15:11:45.195000+00:00,Animal Perdido,235,Sim,Não,Não,URGENTE
BCS-00076704,2025-08-22 15:23:37.484000+00:00,Animal Perdido,235,Sim,Sim,Não,URGENTE
BCS-00076960,2025-08-23 10:18:58.048000+00:00,Problema com Animal Selvagem,234,Não,Não,Sim,ALTA
BCS-00076987,2025-08-23 11:39:34.232000+00:00,Problema com Animal Doméstico,234,Não,Não,Não,ALTA
BCS-00077195,2025-08-24 12:20:11.436000+00:00,Problema com Animal Selvagem,233,Não,Não,Não,MEDIA
BCS-00077205,2025-08-24 12:43:32.972000+00:00,Problema com Animal Doméstico,233,Sim,Não,Sim,URGENTE
BCS-00077092,2025-08-23 19:30:03.887000+00:00,Problema com Animal Selvagem,234,Sim,Não,Sim,URGENTE
BCS-00077098,2025-08-23 20:29:19.785000+00:00,Problema com Animal Doméstico,234,Não,Sim,Sim,URGENTE
BCS-00077102,2025-08-23 21:06:41.052000+00:00,Problema com Animal Doméstico,234,Não,Sim,Não,ALTA
BCS-00077112,2025-08-23 22:51:15.080000+00:00,Problema com Animal Selvagem,234,Não,Sim,Não,ALTA
BCS-00077116,2025-08-23 23:22:46.427000+00:00,Problema com Animal Doméstico,234,Não,Não,Sim,URGENTE
BCS-00077133,2025-08-24 07:51:26.678000+00:00,Problema com Animal Doméstico,233,Não,Sim,Sim,URGENTE
BCS-00077136,2025-08-24 08:06:42.154000+00:00,Problema com Animal Doméstico,233,Não,Não,Não,MEDIA
BCS-00077139,2025-08-24 08:37:22.528000+00:00,Animal Perdido,233,Não,Sim,Não,URGENTE
BCS-00077143,2025-08-24 08:56:41.669000+00:00,Problema com Animal Doméstico,233,Sim,Não,Sim,URGENTE
BCS-00077013,2025-08-23 13:04:10.809000+00:00,Problema com Animal Doméstico,234,Sim,Sim,Sim,URGENTE
BCS-00077027,2025-08-23 13:52:37.354000+00:00,Problema com Animal Doméstico,234,Não,Não,Sim,ALTA
BCS-00077028,2025-08-23 13:56:39.798000+00:00,Problema com Animal Selvagem,234,Não,Não,Sim,ALTA
BCS-00077031,2025-08-23 14:01:25.816000+00:00,Problema com Animal Doméstico,234,Não,Não,Sim,URGENTE
BCS-00077039,2025-08-23 14:16:26.379000+00:00,Problema com Animal Selvagem,234,Sim,Não,Não,URGENTE
BCS-00077040,2025-08-23 14:23:04.543000+00:00,Problema com Animal Doméstico,234,Não,Não,Não,ALTA
BCS-00077058,2025-08-23 15:45:29.389000+00:00,Problema com Animal Doméstico,234,Sim,Sim,Não,URGENTE
BCS-00077154,2025-08-24 09:46:55.705000+00:00,Problema com Animal Doméstico,233,Sim,Não,Não,URGENTE
BCS-00077158,2025-08-24 09:50:02.506000+00:00,Problema com Animal Doméstico,233,Sim,Não,Não,URGENTE
BCS-00077156,2025-08-24 09:50:54.584000+00:00,Problema com Animal Doméstico,233,Sim,Sim,Sim,URGENTE
BCS-00077169,2025-08-24 10:37:37.164000+00:00,Problema com Animal Doméstico,233,Não,Sim,Sim,URGENTE
BCS-00077172,2025-08-24 11:00:03.177000+00:00,Problema com Animal Doméstico,233,Sim,Não,Sim,URGENTE
BCS-00077184,2025-08-24 11:50:56.644000+00:00,Problema com Animal Doméstico,233,Não,Não,Não,ALTA
BCS-00077283,2025-08-24 17:20:29.562000+00:00,Problema com Animal Doméstico,233,Não,Não,Não,MEDIA
BCS-00077319,2025-08-24 20:23:59.646000+00:00,Animal Perdido,233,Não,Não,Não,MEDIA
BCS-00077320,2025-08-24 20:28:05.825000+00:00,Problema com Animal Doméstico,233,Não,Não,Não,ALTA
BCS-00077330,2025-08-24 20:46:18.816000+00:00,Problema com Animal Doméstico,233,Não,Não,Sim,ALTA
BCS-00077329,2025-08-24 20:52:48.249000+00:00,Problema com Animal Selvagem,233,Sim,Sim,Sim,URGENTE
BCS-00077333,2025-08-24 21:04:55.493000+00:00,Problema com Animal Doméstico,233,Sim,Sim,Não,URGENTE
BCS-00077336,2025-08-24 21:44:04.098000+00:00,Problema com Animal Doméstico,233,Não,Sim,Sim,URGENTE
BCS-00077348,2025-08-24 22:00:27.129000+00:00,Animal Perdido,233,Sim,Sim,Não,URGENTE
BCS-00077065,2025-08-23 16:38:23.503000+00:00,Problema com Animal Selvagem,234,Não,Sim,Não,URGENTE
BCS-00077066,2025-08-23 16:59:05.711000+00:00,Problema com Animal Selvagem,234,Não,Não,Não,MEDIA
BCS-00077368,2025-08-25 02:51:10.367000+00:00,Problema com Animal Doméstico,233,Sim,Sim,Não,URGENTE
BCS-00077377,2025-08-25 06:46:29.671000+00:00,Animal Perdido,232,Não,Sim,Não,URGENTE
BCS-00077525,2025-08-25 10:03:49.590000+00:00,Problema com Animal Doméstico,232,Sim,Não,Não,URGENTE
BCS-00077230,2025-08-24 14:03:53.513000+00:00,Problema com Animal Doméstico,233,Sim,Não,Sim,URGENTE
BCS-00077385,2025-08-25 07:20:53.408000+00:00,Problema com Animal Doméstico,232,Sim,Sim,Não,URGENTE
BCS-00077387,2025-08-25 07:28:08.558000+00:00,Problema com Animal Doméstico,232,Sim,Sim,Sim,URGENTE
BCS-00077388,2025-08-25 07:33:35.706000+00:00,Problema com Animal Doméstico,232,Sim,Sim,Sim,URGENTE
BCS-00077394,2025-08-25 08:05:49.383000+00:00,Problema com Animal Doméstico,232,Não,Não,Sim,ALTA
BCS-00077404,2025-08-25 08:35:19.155000+00:00,Problema com Animal Doméstico,232,Não,Sim,Sim,URGENTE
BCS-00077531,2025-08-25 10:08:32.005000+00:00,Problema com Animal Doméstico,232,Não,Não,Não,MEDIA
BCS-00077587,2025-08-25 10:47:47.826000+00:00,Problema com Animal Doméstico,232,Não,Não,Não,ALTA
BCS-00077444,2025-08-25 09:12:09.348000+00:00,Problema com Animal Doméstico,232,Sim,Sim,Sim,URGENTE
BCS-00077251,2025-08-24 15:34:24.359000+00:00,Problema com Animal Selvagem,233,Não,Não,Não,BAIXA
BCS-00077464,2025-08-25 09:26:34.575000+00:00,Problema com Animal Doméstico,232,Não,Não,Não,MEDIA
BCS-00077255,2025-08-24 15:41:18.086000+00:00,Problema com Animal Doméstico,233,Não,Não,Sim,ALTA
BCS-00077257,2025-08-24 15:44:48.095000+00:00,Problema com Animal Doméstico,233,Não,Sim,Sim,URGENTE
BCS-00077273,2025-08-24 16:38:32.378000+00:00,Problema com Animal Selvagem,233,Sim,Sim,Sim,URGENTE
BCS-00077734,2025-08-25 12:39:26.100000+00:00,Problema com Animal Doméstico,232,Sim,Sim,Sim,URGENTE
BCS-00077817,2025-08-25 14:02:58.024000+00:00,Problema com Animal Doméstico,232,Sim,Não,Sim,URGENTE
BCS-00078054,2025-08-25 16:49:07.038000+00:00,Problema com Animal Doméstico,232,Não,Não,Sim,URGENTE
BCS-00078089,2025-08-25 18:01:29.925000+00:00,Problema com Animal Doméstico,232,Sim,Sim,Sim,URGENTE
BCS-00078102,2025-08-25 19:12:22.813000+00:00,Problema com Animal Doméstico,232,Sim,Sim,Sim,URGENTE
